2022-07-01 18:19:50,691 INFO    SenderThread:34136 [sender.py:send_request_log_artifact():1006] logged artifact source-2armbnzn - {'id': 'QXJ0aWZhY3Q6MTUxNTYzNzkw', 'digest': '04675ba8a1b6544a7f58c4838b49ce07', 'state': 'COMMITTED', 'aliases': [{'artifactCollectionName': 'source-2armbnzn', 'alias': 'latest'}, {'artifactCollectionName': 'source-2armbnzn', 'alias': 'v0'}], 'artifactSequence': {'id': 'QXJ0aWZhY3RDb2xsZWN0aW9uOjIzNDkxMzA0', 'latestArtifact': {'id': 'QXJ0aWZhY3Q6MTUxNTYzNzkw', 'versionIndex': 0}}, 'version': 'v0'}
2022-07-01 18:19:50,691 DEBUG   SenderThread:34136 [sender.py:send():235] send: telemetry
2022-07-01 18:19:50,691 DEBUG   SenderThread:34136 [sender.py:send():235] send: stats
2022-07-01 18:19:50,691 DEBUG   SenderThread:34136 [sender.py:send():235] send: config
2022-07-01 18:19:50,806 INFO    Thread-11 :34136 [dir_watcher.py:_on_file_created():256] file/dir created: C:\Users\marce\OneDrive - Escuela Superior Politécnica del Litoral\GitHub Repositories\ml-devops-engineering\reproducible-model-workflow\exercise_4\wandb\run-20220701_181648-2armbnzn\files\code\_session_history.ipynb
2022-07-01 18:19:50,807 INFO    Thread-11 :34136 [dir_watcher.py:_on_file_created():256] file/dir created: C:\Users\marce\OneDrive - Escuela Superior Politécnica del Litoral\GitHub Repositories\ml-devops-engineering\reproducible-model-workflow\exercise_4\wandb\run-20220701_181648-2armbnzn\files\code
2022-07-01 18:19:51,471 DEBUG   HandlerThread:34136 [handler.py:handle_request():141] handle_request: log_artifact
2022-07-01 18:19:51,471 DEBUG   SenderThread:34136 [sender.py:send_request():249] send_request: log_artifact
2022-07-01 18:19:51,811 INFO    Thread-11 :34136 [dir_watcher.py:_on_file_modified():269] file/dir modified: C:\Users\marce\OneDrive - Escuela Superior Politécnica del Litoral\GitHub Repositories\ml-devops-engineering\reproducible-model-workflow\exercise_4\wandb\run-20220701_181648-2armbnzn\files\code\_session_history.ipynb
2022-07-01 18:19:52,036 DEBUG   HandlerThread:34136 [handler.py:handle_request():141] handle_request: poll_exit
2022-07-01 18:19:52,905 INFO    Thread-41 :34136 [upload_job.py:push():87] Skipped uploading C:\Users\marce\.cache\wandb\artifacts\obj\md5\69\57fbde60ae400e4ada61fb599baa36
2022-07-01 18:19:54,778 INFO    Thread-42 :34136 [upload_job.py:push():90] Uploaded file C:\Users\marce\.cache\wandb\artifacts\obj\md5\73\50051800e04f4cbbf1c6a9511eb212
2022-07-01 18:19:56,193 INFO    SenderThread:34136 [sender.py:send_request_log_artifact():1006] logged artifact source-2armbnzn - {'id': 'QXJ0aWZhY3Q6MTUxNTY0NjUx', 'digest': 'e3c580687517e4a6294d4427408ba8c8', 'state': 'PENDING', 'aliases': [], 'artifactSequence': {'id': 'QXJ0aWZhY3RDb2xsZWN0aW9uOjIzNDkxMzA0', 'latestArtifact': {'id': 'QXJ0aWZhY3Q6MTUxNTYzNzkw', 'versionIndex': 0}}, 'version': 'latest'}
2022-07-01 18:19:56,523 DEBUG   SenderThread:34136 [sender.py:send():235] send: telemetry
2022-07-01 18:19:56,523 DEBUG   SenderThread:34136 [sender.py:send():235] send: exit
2022-07-01 18:19:56,524 INFO    SenderThread:34136 [sender.py:send_exit():371] handling exit code: 0
2022-07-01 18:19:56,524 INFO    SenderThread:34136 [sender.py:send_exit():373] handling runtime: 74
2022-07-01 18:19:56,524 INFO    SenderThread:34136 [sender.py:_save_file():949] saving file wandb-summary.json with policy end
2022-07-01 18:19:56,524 INFO    SenderThread:34136 [sender.py:send_exit():379] send defer
2022-07-01 18:19:56,525 DEBUG   SenderThread:34136 [sender.py:send_request():249] send_request: poll_exit
2022-07-01 18:19:56,525 DEBUG   HandlerThread:34136 [handler.py:handle_request():141] handle_request: defer
